,Team1,Team2,Points1,Points2,Venue,Season,Round,Day,Date,Attendance,Winner1,Home/Away1,Home/Away2
2244,Western Bulldogs,St Kilda,41.0,92.0,Docklands,2023,Round 2,Sat,25-Mar-2023,33294.0,0,H,H
2245,Fremantle,North Melbourne,72.0,73.0,Perth Stadium,2023,Round 2,Sat,25-Mar-2023,40487.0,0,H,A
2246,Sydney,Hawthorn,118.0,37.0,S.C.G.,2023,Round 2,Sun,26-Mar-2023,37052.0,1,H,A
2247,Essendon,Gold Coast,108.0,80.0,Docklands,2023,Round 2,Sun,26-Mar-2023,32915.0,1,H,A
2248,West Coast,Greater Western Sydney,100.0,81.0,Perth Stadium,2023,Round 2,Sun,26-Mar-2023,44649.0,1,H,A
2249,Western Bulldogs,Brisbane Lions,67.0,53.0,Docklands,2023,Round 3,Thu,30-Mar-2023,23665.0,1,H,A
2250,Collingwood,Richmond,63.0,49.0,M.C.G.,2023,Round 3,Fri,31-Mar-2023,85241.0,1,H,H
2251,Hawthorn,North Melbourne,80.0,61.0,York Park,2023,Round 3,Sat,01-Apr-2023,11007.0,1,H,A
2252,Greater Western Sydney,Carlton,64.0,74.0,Sydney Showground,2023,Round 3,Sat,01-Apr-2023,9691.0,0,H,A
2253,St Kilda,Essendon,92.0,74.0,M.C.G.,2023,Round 3,Sat,01-Apr-2023,69255.0,1,A,H
2254,Port Adelaide,Adelaide,86.0,117.0,Adelaide Oval,2023,Round 3,Sat,01-Apr-2023,48962.0,0,H,H
2255,Gold Coast,Geelong,73.0,54.0,Carrara,2023,Round 3,Sun,02-Apr-2023,13122.0,1,H,A
2256,Melbourne,Sydney,134.0,84.0,M.C.G.,2023,Round 3,Sun,02-Apr-2023,42423.0,1,H,A
2257,Fremantle,West Coast,108.0,67.0,Perth Stadium,2023,Round 3,Sun,02-Apr-2023,56090.0,1,H,H
2258,Brisbane Lions,Collingwood,116.0,83.0,Gabba,2023,Round 4,Thu,06-Apr-2023,33565.0,1,H,A
2259,North Melbourne,Carlton,84.0,107.0,Docklands,2023,Round 4,Fri,07-Apr-2023,49062.0,0,H,H
2260,Adelaide,Fremantle,111.0,72.0,Adelaide Oval,2023,Round 4,Sat,08-Apr-2023,33725.0,1,H,A
2261,Richmond,Western Bulldogs,84.0,89.0,M.C.G.,2023,Round 4,Sat,08-Apr-2023,56449.0,0,H,A
2262,Sydney,Port Adelaide,64.0,66.0,S.C.G.,2023,Round 4,Sat,08-Apr-2023,31686.0,0,H,A
2263,St Kilda,Gold Coast,113.0,60.0,Docklands,2023,Round 4,Sat,08-Apr-2023,21049.0,1,H,A
2264,Essendon,Greater Western Sydney,88.0,75.0,Docklands,2023,Round 4,Sun,09-Apr-2023,28815.0,1,H,A
2265,West Coast,Melbourne,63.0,126.0,Perth Stadium,2023,Round 4,Sun,09-Apr-2023,42458.0,0,H,A
2266,Geelong,Hawthorn,127.0,45.0,M.C.G.,2023,Round 4,Mon,10-Apr-2023,65335.0,1,A,H
2267,Adelaide,Carlton,118.0,62.0,Adelaide Oval,2023,Round 5,Thu,13-Apr-2023,47395.0,1,H,A
2268,Fremantle,Gold Coast,100.0,90.0,Norwood Oval,2023,Round 5,Fri,14-Apr-2023,9329.0,1,A,A
2269,Richmond,Sydney,78.0,122.0,Adelaide Oval,2023,Round 5,Fri,14-Apr-2023,42134.0,0,A,A
2270,Brisbane Lions,North Melbourne,152.0,77.0,Summit Sports Park,2023,Round 5,Sat,15-Apr-2023,7329.0,1,A,A
2271,Essendon,Melbourne,104.0,77.0,Adelaide Oval,2023,Round 5,Sat,15-Apr-2023,33832.0,1,A,A
2272,Port Adelaide,Western Bulldogs,70.0,56.0,Adelaide Oval,2023,Round 5,Sat,15-Apr-2023,45115.0,1,H,A
2273,Geelong,West Coast,136.0,89.0,Adelaide Oval,2023,Round 5,Sun,16-Apr-2023,30120.0,1,A,A
2274,Greater Western Sydney,Hawthorn,77.0,75.0,Norwood Oval,2023,Round 5,Sun,16-Apr-2023,9057.0,1,A,A
2275,Collingwood,St Kilda,70.0,64.0,Adelaide Oval,2023,Round 5,Sun,16-Apr-2023,43976.0,1,A,A
2276,Fremantle,Western Bulldogs,69.0,118.0,Perth Stadium,2023,Round 6,Fri,21-Apr-2023,47503.0,0,H,A
2277,Port Adelaide,West Coast,109.0,69.0,Adelaide Oval,2023,Round 6,Sat,22-Apr-2023,31638.0,1,H,A
2278,Greater Western Sydney,Brisbane Lions,87.0,108.0,Manuka Oval,2023,Round 6,Sat,22-Apr-2023,10461.0,0,H,A
2279,Geelong,Sydney,130.0,37.0,Kardinia Park,2023,Round 6,Sat,22-Apr-2023,23134.0,1,H,A
2280,Hawthorn,Adelaide,76.0,79.0,York Park,2023,Round 6,Sun,23-Apr-2023,10119.0,0,H,A
2281,Carlton,St Kilda,60.0,82.0,Docklands,2023,Round 6,Sun,23-Apr-2023,45770.0,0,H,H
2282,Gold Coast,North Melbourne,97.0,54.0,Carrara,2023,Round 6,Sun,23-Apr-2023,9672.0,1,H,A
2283,Melbourne,Richmond,96.0,78.0,M.C.G.,2023,Round 6,Mon,24-Apr-2023,83985.0,1,H,H
2284,Collingwood,Essendon,90.0,77.0,M.C.G.,2023,Round 6,Tue,25-Apr-2023,95179.0,1,H,H
2285,St Kilda,Port Adelaide,76.0,83.0,Docklands,2023,Round 7,Fri,28-Apr-2023,25845.0,0,H,A
2286,Brisbane Lions,Fremantle,115.0,67.0,Gabba,2023,Round 7,Sat,29-Apr-2023,25528.0,1,H,A
2287,Sydney,Greater Western Sydney,106.0,107.0,S.C.G.,2023,Round 7,Sat,29-Apr-2023,31615.0,0,H,A
2288,Western Bulldogs,Hawthorn,94.0,65.0,Docklands,2023,Round 7,Sat,29-Apr-2023,40119.0,1,H,A
2289,Melbourne,North Melbourne,139.0,49.0,M.C.G.,2023,Round 7,Sat,29-Apr-2023,29455.0,1,H,A
2290,West Coast,Carlton,44.0,152.0,Perth Stadium,2023,Round 7,Sat,29-Apr-2023,47940.0,0,H,A
2291,Essendon,Geelong,104.0,132.0,M.C.G.,2023,Round 7,Sun,30-Apr-2023,67457.0,0,H,A
2292,Richmond,Gold Coast,48.0,72.0,Docklands,2023,Round 7,Sun,30-Apr-2023,23664.0,0,A,A
2293,Adelaide,Collingwood,58.0,59.0,Adelaide Oval,2023,Round 7,Sun,30-Apr-2023,43942.0,0,H,A
2294,Carlton,Brisbane Lions,74.0,100.0,Docklands,2023,Round 8,Fri,05-May-2023,45458.0,0,H,A
2295,Richmond,West Coast,104.0,58.0,M.C.G.,2023,Round 8,Sat,06-May-2023,28293.0,1,H,A
2296,Geelong,Adelaide,98.0,72.0,Kardinia Park,2023,Round 8,Sat,06-May-2023,21415.0,1,H,A
2297,Gold Coast,Melbourne,85.0,90.0,Carrara,2023,Round 8,Sat,06-May-2023,11440.0,0,H,A
2298,Fremantle,Hawthorn,117.0,48.0,Perth Stadium,2023,Round 8,Sat,06-May-2023,37160.0,1,H,A
2299,Greater Western Sydney,Western Bulldogs,71.0,86.0,Manuka Oval,2023,Round 8,Sat,06-May-2023,10039.0,0,H,A
2300,Port Adelaide,Essendon,92.0,87.0,Adelaide Oval,2023,Round 8,Sun,07-May-2023,36247.0,1,H,A
2301,Collingwood,Sydney,77.0,48.0,M.C.G.,2023,Round 8,Sun,07-May-2023,71463.0,1,H,A
2302,North Melbourne,St Kilda,34.0,64.0,Docklands,2023,Round 8,Sun,07-May-2023,22065.0,0,H,H
2303,Richmond,Geelong,102.0,78.0,M.C.G.,2023,Round 9,Fri,12-May-2023,58141.0,1,H,A
2304,West Coast,Gold Coast,43.0,113.0,Perth Stadium,2023,Round 9,Fri,12-May-2023,36219.0,0,H,A
2305,Sydney,Fremantle,86.0,103.0,S.C.G.,2023,Round 9,Sat,13-May-2023,28927.0,0,H,A
2306,North Melbourne,Port Adelaide,65.0,135.0,Bellerive Oval,2023,Round 9,Sat,13-May-2023,6310.0,0,H,A
2307,Hawthorn,Melbourne,49.0,103.0,M.C.G.,2023,Round 9,Sat,13-May-2023,39818.0,0,H,H
2308,Brisbane Lions,Essendon,87.0,45.0,Gabba,2023,Round 9,Sat,13-May-2023,31898.0,1,H,A
2309,Carlton,Western Bulldogs,59.0,79.0,Docklands,2023,Round 9,Sat,13-May-2023,42756.0,0,H,H
2310,Adelaide,St Kilda,121.0,69.0,Adelaide Oval,2023,Round 9,Sun,14-May-2023,33805.0,1,H,A
2311,Collingwood,Greater Western Sydney,120.0,55.0,M.C.G.,2023,Round 9,Sun,14-May-2023,37631.0,1,H,A
2312,Port Adelaide,Melbourne,80.0,76.0,Adelaide Oval,2023,Round 10,Fri,19-May-2023,37565.0,1,H,A
2313,North Melbourne,Sydney,90.0,93.0,Docklands,2023,Round 10,Sat,20-May-2023,21003.0,0,H,A
2314,Western Bulldogs,Adelaide,85.0,40.0,Eureka Stadium,2023,Round 10,Sat,20-May-2023,10114.0,1,H,A
2315,Fremantle,Geelong,106.0,77.0,Perth Stadium,2023,Round 10,Sat,20-May-2023,45811.0,1,H,A
2316,Brisbane Lions,Gold Coast,107.0,64.0,Gabba,2023,Round 10,Sat,20-May-2023,23286.0,1,H,A
2317,Essendon,Richmond,71.0,70.0,M.C.G.,2023,Round 10,Sat,20-May-2023,78300.0,1,H,H
2318,Hawthorn,West Coast,142.0,26.0,York Park,2023,Round 10,Sun,21-May-2023,9135.0,1,H,A
2319,Carlton,Collingwood,57.0,85.0,M.C.G.,2023,Round 10,Sun,21-May-2023,80354.0,0,H,H
2320,Greater Western Sydney,St Kilda,80.0,92.0,Sydney Showground,2023,Round 10,Sun,21-May-2023,7508.0,0,H,A
2321,Sydney,Carlton,77.0,51.0,S.C.G.,2023,Round 11,Fri,26-May-2023,36310.0,1,H,A
2322,St Kilda,Hawthorn,78.0,88.0,Docklands,2023,Round 11,Sat,27-May-2023,32022.0,0,H,A
2323,Melbourne,Fremantle,72.0,79.0,M.C.G.,2023,Round 11,Sat,27-May-2023,29154.0,0,H,A
2324,Geelong,Greater Western Sydney,74.0,81.0,Kardinia Park,2023,Round 11,Sat,27-May-2023,21349.0,0,H,A
2325,Gold Coast,Western Bulldogs,84.0,77.0,Marrara Oval,2023,Round 11,Sat,27-May-2023,9316.0,1,H,A
2326,West Coast,Essendon,46.0,96.0,Perth Stadium,2023,Round 11,Sat,27-May-2023,39269.0,0,H,A
2327,Richmond,Port Adelaide,67.0,77.0,M.C.G.,2023,Round 11,Sun,28-May-2023,30357.0,0,H,A
2328,Collingwood,North Melbourne,105.0,70.0,Docklands,2023,Round 11,Sun,28-May-2023,39467.0,1,A,H
2329,Adelaide,Brisbane Lions,95.0,78.0,Adelaide Oval,2023,Round 11,Sun,28-May-2023,33188.0,1,H,A
2330,Melbourne,Carlton,61.0,44.0,M.C.G.,2023,Round 12,Fri,02-Jun-2023,49872.0,1,H,H
2331,Port Adelaide,Hawthorn,151.0,96.0,Adelaide Oval,2023,Round 12,Sat,03-Jun-2023,34234.0,1,H,A
2332,West Coast,Collingwood,57.0,120.0,Perth Stadium,2023,Round 12,Sat,03-Jun-2023,41713.0,0,H,A
2333,Western Bulldogs,Geelong,75.0,97.0,Docklands,2023,Round 12,Sat,03-Jun-2023,41944.0,0,H,A
2334,Gold Coast,Adelaide,112.0,87.0,Marrara Oval,2023,Round 12,Sat,03-Jun-2023,10772.0,1,H,A
2335,Greater Western Sydney,Richmond,104.0,110.0,Sydney Showground,2023,Round 12,Sun,04-Jun-2023,9723.0,0,H,A
2336,Essendon,North Melbourne,105.0,99.0,Docklands,2023,Round 12,Sun,04-Jun-2023,40488.0,1,H,H
2337,Sydney,St Kilda,66.0,80.0,S.C.G.,2023,Round 13,Thu,08-Jun-2023,30123.0,0,H,A
2338,Western Bulldogs,Port Adelaide,85.0,107.0,Docklands,2023,Round 13,Fri,09-Jun-2023,23110.0,0,H,A
2339,Hawthorn,Brisbane Lions,98.0,73.0,M.C.G.,2023,Round 13,Sat,10-Jun-2023,35869.0,1,H,A
2340,Adelaide,West Coast,174.0,52.0,Adelaide Oval,2023,Round 13,Sat,10-Jun-2023,39450.0,1,H,A
2341,Fremantle,Richmond,70.0,85.0,Perth Stadium,2023,Round 13,Sat,10-Jun-2023,46843.0,0,H,A
2342,North Melbourne,Greater Western Sydney,75.0,103.0,Bellerive Oval,2023,Round 13,Sun,11-Jun-2023,5025.0,0,H,A
2343,Carlton,Essendon,52.0,86.0,M.C.G.,2023,Round 13,Sun,11-Jun-2023,83638.0,0,H,H
2344,Melbourne,Collingwood,66.0,62.0,M.C.G.,2023,Round 13,Mon,12-Jun-2023,83578.0,1,H,H
2345,Port Adelaide,Geelong,110.0,72.0,Adelaide Oval,2023,Round 14,Thu,15-Jun-2023,36316.0,1,H,A
2346,Brisbane Lions,Sydney,97.0,81.0,Gabba,2023,Round 14,Fri,16-Jun-2023,28561.0,1,H,A
2347,Greater Western Sydney,Fremantle,106.0,36.0,Sydney Showground,2023,Round 14,Sat,17-Jun-2023,8633.0,1,H,A
2348,Richmond,St Kilda,90.0,70.0,M.C.G.,2023,Round 14,Sat,17-Jun-2023,62686.0,1,H,A
2349,Carlton,Gold Coast,120.0,61.0,M.C.G.,2023,Round 14,Sun,18-Jun-2023,29602.0,1,H,A
2350,North Melbourne,Western Bulldogs,84.0,105.0,Docklands,2023,Round 14,Sun,18-Jun-2023,23829.0,0,H,H
2351,Geelong,Melbourne,78.0,63.0,Kardinia Park,2023,Round 15,Thu,22-Jun-2023,19617.0,1,H,A
2352,St Kilda,Brisbane Lions,56.0,84.0,Docklands,2023,Round 15,Fri,23-Jun-2023,28985.0,0,H,A
2353,Sydney,West Coast,205.0,34.0,S.C.G.,2023,Round 15,Sat,24-Jun-2023,31367.0,1,H,A
2354,Fremantle,Essendon,93.0,61.0,Perth Stadium,2023,Round 15,Sat,24-Jun-2023,43063.0,1,H,A
2355,Collingwood,Adelaide,82.0,80.0,M.C.G.,2023,Round 15,Sun,25-Jun-2023,65930.0,1,H,A
2356,Gold Coast,Hawthorn,101.0,34.0,Carrara,2023,Round 15,Sun,25-Jun-2023,14242.0,1,H,A
2357,Brisbane Lions,Richmond,134.0,53.0,Gabba,2023,Round 16,Thu,29-Jun-2023,30022.0,1,H,A
2358,Sydney,Geelong,54.0,54.0,S.C.G.,2023,Round 16,Fri,30-Jun-2023,32098.0,0,H,A
2359,Adelaide,North Melbourne,138.0,72.0,Adelaide Oval,2023,Round 16,Sat,01-Jul-2023,35226.0,1,H,A
2360,Western Bulldogs,Fremantle,102.0,73.0,Docklands,2023,Round 16,Sat,01-Jul-2023,25412.0,1,H,A
2361,Gold Coast,Collingwood,42.0,120.0,Carrara,2023,Round 16,Sat,01-Jul-2023,22483.0,0,H,A
2362,Essendon,Port Adelaide,74.0,78.0,M.C.G.,2023,Round 16,Sat,01-Jul-2023,38957.0,0,H,A
2363,Hawthorn,Carlton,52.0,112.0,M.C.G.,2023,Round 16,Sun,02-Jul-2023,66337.0,0,H,H
2364,Melbourne,Greater Western Sydney,45.0,47.0,Traeger Park,2023,Round 16,Sun,02-Jul-2023,3413.0,0,H,A
2365,West Coast,St Kilda,77.0,85.0,Perth Stadium,2023,Round 16,Sun,02-Jul-2023,35579.0,0,H,A
2366,Richmond,Sydney,88.0,75.0,M.C.G.,2023,Round 17,Thu,06-Jul-2023,48443.0,1,H,A
2367,Western Bulldogs,Collingwood,77.0,89.0,Docklands,2023,Round 17,Fri,07-Jul-2023,43482.0,0,H,A
2368,Brisbane Lions,West Coast,116.0,35.0,Gabba,2023,Round 17,Sat,08-Jul-2023,24843.0,1,H,A
2369,Greater Western Sydney,Hawthorn,85.0,72.0,Sydney Showground,2023,Round 17,Sat,08-Jul-2023,9007.0,1,H,A
2370,St Kilda,Melbourne,58.0,79.0,Docklands,2023,Round 17,Sat,08-Jul-2023,30749.0,0,H,A
2371,Port Adelaide,Gold Coast,106.0,73.0,Adelaide Oval,2023,Round 17,Sat,08-Jul-2023,31053.0,1,H,A
2372,Geelong,North Melbourne,125.0,63.0,Kardinia Park,2023,Round 17,Sun,09-Jul-2023,21066.0,1,H,A
2373,Essendon,Adelaide,115.0,97.0,Docklands,2023,Round 17,Sun,09-Jul-2023,39606.0,1,H,A
2374,Fremantle,Carlton,45.0,98.0,Perth Stadium,2023,Round 17,Sun,09-Jul-2023,49469.0,0,H,A
2375,Sydney,Western Bulldogs,78.0,76.0,S.C.G.,2023,Round 18,Thu,13-Jul-2023,26221.0,1,H,A
2376,Melbourne,Brisbane Lions,105.0,104.0,M.C.G.,2023,Round 18,Fri,14-Jul-2023,38030.0,1,H,A
2377,Collingwood,Fremantle,113.0,67.0,M.C.G.,2023,Round 18,Sat,15-Jul-2023,61157.0,1,H,A
2378,Gold Coast,St Kilda,77.0,51.0,Carrara,2023,Round 18,Sat,15-Jul-2023,13015.0,1,H,A
2379,Carlton,Port Adelaide,122.0,72.0,Docklands,2023,Round 18,Sat,15-Jul-2023,34306.0,1,H,A
2380,Geelong,Essendon,122.0,45.0,Kardinia Park,2023,Round 18,Sat,15-Jul-2023,23185.0,1,H,A
2381,Adelaide,Greater Western Sydney,57.0,71.0,Adelaide Oval,2023,Round 18,Sat,15-Jul-2023,36674.0,0,H,A
2382,North Melbourne,Hawthorn,40.0,88.0,Docklands,2023,Round 18,Sun,16-Jul-2023,30201.0,0,H,A
2383,West Coast,Richmond,60.0,98.0,Perth Stadium,2023,Round 18,Sun,16-Jul-2023,40501.0,0,H,A
2384,Essendon,Western Bulldogs,49.0,90.0,Docklands,2023,Round 19,Fri,21-Jul-2023,43634.0,0,H,H
2385,Richmond,Hawthorn,96.0,95.0,M.C.G.,2023,Round 19,Sat,22-Jul-2023,57654.0,1,H,H
2386,Carlton,West Coast,140.0,69.0,Docklands,2023,Round 19,Sat,22-Jul-2023,34954.0,1,H,A
2387,Brisbane Lions,Geelong,64.0,53.0,Gabba,2023,Round 19,Sat,22-Jul-2023,32586.0,1,H,A
2388,Fremantle,Sydney,76.0,105.0,Perth Stadium,2023,Round 19,Sat,22-Jul-2023,42433.0,0,H,A
2389,Port Adelaide,Collingwood,83.0,85.0,Adelaide Oval,2023,Round 19,Sat,22-Jul-2023,47965.0,0,H,A
2390,Greater Western Sydney,Gold Coast,103.0,63.0,Manuka Oval,2023,Round 19,Sun,23-Jul-2023,10026.0,1,H,A
2391,Melbourne,Adelaide,97.0,93.0,M.C.G.,2023,Round 19,Sun,23-Jul-2023,33122.0,1,H,A
2392,St Kilda,North Melbourne,69.0,61.0,Docklands,2023,Round 19,Sun,23-Jul-2023,18279.0,1,H,H
2393,Collingwood,Carlton,76.0,93.0,M.C.G.,2023,Round 20,Fri,28-Jul-2023,86785.0,0,H,H
2394,Western Bulldogs,Greater Western Sydney,73.0,78.0,Eureka Stadium,2023,Round 20,Sat,29-Jul-2023,9080.0,0,H,A
2395,Geelong,Fremantle,64.0,71.0,Kardinia Park,2023,Round 20,Sat,29-Jul-2023,21619.0,0,H,A
2396,Gold Coast,Brisbane Lions,96.0,55.0,Carrara,2023,Round 20,Sat,29-Jul-2023,14097.0,1,H,A
2397,Essendon,Sydney,99.0,101.0,Docklands,2023,Round 20,Sat,29-Jul-2023,38329.0,0,H,A
2398,Adelaide,Port Adelaide,112.0,65.0,Adelaide Oval,2023,Round 20,Sat,29-Jul-2023,50023.0,1,H,H
2399,Hawthorn,St Kilda,93.0,122.0,Docklands,2023,Round 20,Sun,30-Jul-2023,22769.0,0,A,H
2400,Richmond,Melbourne,98.0,130.0,M.C.G.,2023,Round 20,Sun,30-Jul-2023,52294.0,0,H,H
2401,West Coast,North Melbourne,72.0,67.0,Perth Stadium,2023,Round 20,Sun,30-Jul-2023,38231.0,1,H,A
2402,Western Bulldogs,Richmond,126.0,71.0,Docklands,2023,Round 21,Fri,04-Aug-2023,39304.0,1,H,A
2403,Essendon,West Coast,73.0,72.0,Docklands,2023,Round 21,Sat,05-Aug-2023,30742.0,1,H,A
2404,Adelaide,Gold Coast,89.0,61.0,Adelaide Oval,2023,Round 21,Sat,05-Aug-2023,35777.0,1,H,A
2405,Hawthorn,Collingwood,105.0,73.0,M.C.G.,2023,Round 21,Sat,05-Aug-2023,62134.0,1,H,H
2406,Geelong,Port Adelaide,97.0,85.0,Kardinia Park,2023,Round 21,Sat,05-Aug-2023,21279.0,1,H,A
2407,Greater Western Sydney,Sydney,85.0,96.0,Sydney Showground,2023,Round 21,Sat,05-Aug-2023,19332.0,0,H,A
2408,North Melbourne,Melbourne,71.0,103.0,Bellerive Oval,2023,Round 21,Sun,06-Aug-2023,8034.0,0,H,A
2409,St Kilda,Carlton,54.0,73.0,Docklands,2023,Round 21,Sun,06-Aug-2023,42656.0,0,H,H
2410,Fremantle,Brisbane Lions,74.0,77.0,Perth Stadium,2023,Round 21,Sun,06-Aug-2023,37845.0,0,H,A
2411,Collingwood,Geelong,109.0,101.0,M.C.G.,2023,Round 22,Fri,11-Aug-2023,78749.0,1,H,A
2412,North Melbourne,Essendon,77.0,86.0,Docklands,2023,Round 22,Sat,12-Aug-2023,37231.0,0,H,H
2413,Sydney,Gold Coast,114.0,90.0,S.C.G.,2023,Round 22,Sat,12-Aug-2023,33911.0,1,H,A
2414,Brisbane Lions,Adelaide,99.0,93.0,Gabba,2023,Round 22,Sat,12-Aug-2023,30107.0,1,H,A
2415,Carlton,Melbourne,60.0,56.0,M.C.G.,2023,Round 22,Sat,12-Aug-2023,68577.0,1,H,H
2416,West Coast,Fremantle,33.0,134.0,Perth Stadium,2023,Round 22,Sat,12-Aug-2023,51172.0,0,H,H
2417,Hawthorn,Western Bulldogs,67.0,64.0,York Park,2023,Round 22,Sun,13-Aug-2023,12480.0,1,H,A
2418,St Kilda,Richmond,93.0,57.0,Docklands,2023,Round 22,Sun,13-Aug-2023,31119.0,1,H,A
2419,Port Adelaide,Greater Western Sydney,136.0,85.0,Adelaide Oval,2023,Round 22,Sun,13-Aug-2023,32597.0,1,H,A
2420,Collingwood,Brisbane Lions,100.0,124.0,Docklands,2023,Round 23,Fri,18-Aug-2023,38350.0,0,A,A
2421,Richmond,North Melbourne,101.0,72.0,M.C.G.,2023,Round 23,Sat,19-Aug-2023,59555.0,1,H,A
2422,Gold Coast,Carlton,87.0,91.0,Carrara,2023,Round 23,Sat,19-Aug-2023,19253.0,0,H,A
2423,Greater Western Sydney,Essendon,162.0,36.0,Sydney Showground,2023,Round 23,Sat,19-Aug-2023,10281.0,1,H,A
2424,St Kilda,Geelong,88.0,55.0,Docklands,2023,Round 23,Sat,19-Aug-2023,40103.0,1,H,A
2425,Adelaide,Sydney,73.0,74.0,Adelaide Oval,2023,Round 23,Sat,19-Aug-2023,44817.0,0,H,A
2426,Western Bulldogs,West Coast,85.0,92.0,Docklands,2023,Round 23,Sun,20-Aug-2023,23965.0,0,H,A
2427,Melbourne,Hawthorn,87.0,60.0,M.C.G.,2023,Round 23,Sun,20-Aug-2023,50142.0,1,H,H
2428,Fremantle,Port Adelaide,58.0,74.0,Perth Stadium,2023,Round 23,Sun,20-Aug-2023,38360.0,0,H,A
2429,Essendon,Collingwood,31.0,101.0,M.C.G.,2023,Round 24,Fri,25-Aug-2023,74344.0,0,H,H
2430,Hawthorn,Fremantle,56.0,93.0,M.C.G.,2023,Round 24,Sat,26-Aug-2023,27951.0,0,H,A
2431,North Melbourne,Gold Coast,132.0,97.0,Bellerive Oval,2023,Round 24,Sat,26-Aug-2023,4378.0,1,H,A
2432,Brisbane Lions,St Kilda,72.0,60.0,Gabba,2023,Round 24,Sat,26-Aug-2023,31689.0,1,H,A
2433,Geelong,Western Bulldogs,79.0,104.0,Kardinia Park,2023,Round 24,Sat,26-Aug-2023,20533.0,0,H,A
2434,West Coast,Adelaide,78.0,123.0,Perth Stadium,2023,Round 24,Sat,26-Aug-2023,47027.0,0,H,A
2435,Port Adelaide,Richmond,94.0,63.0,Adelaide Oval,2023,Round 24,Sun,27-Aug-2023,39860.0,1,H,A
2436,Sydney,Melbourne,56.0,77.0,S.C.G.,2023,Round 24,Sun,27-Aug-2023,41753.0,0,H,A
2437,Carlton,Greater Western Sydney,73.0,105.0,Docklands,2023,Round 24,Sun,27-Aug-2023,44354.0,0,H,A
2438,Collingwood,Melbourne,60.0,53.0,M.C.G.,2023,Qualifying Final,Thu,07-Sep-2023,92636.0,1,H,H
2439,Carlton,Sydney,74.0,68.0,M.C.G.,2023,Elimination Final,Fri,08-Sep-2023,92026.0,1,H,A
2440,St Kilda,Greater Western Sydney,77.0,101.0,M.C.G.,2023,Elimination Final,Sat,09-Sep-2023,68465.0,0,A,A
2441,Brisbane Lions,Port Adelaide,123.0,75.0,Gabba,2023,Qualifying Final,Sat,09-Sep-2023,36020.0,1,H,A
2442,Melbourne,Carlton,71.0,73.0,M.C.G.,2023,Semi Final,Fri,15-Sep-2023,96412.0,0,H,H
2443,Port Adelaide,Greater Western Sydney,70.0,93.0,Adelaide Oval,2023,Semi Final,Sat,16-Sep-2023,45520.0,0,H,A
2444,Collingwood,Greater Western Sydney,58.0,57.0,M.C.G.,2023,Preliminary Final,Fri,22-Sep-2023,97665.0,1,H,A
2445,Brisbane Lions,Carlton,79.0,63.0,Gabba,2023,Preliminary Final,Sat,23-Sep-2023,36012.0,1,H,A
2446,Collingwood,Brisbane Lions,90.0,86.0,M.C.G.,2023,Grand Final,Sat,30-Sep-2023,100024.0,1,H,A
2447,Sydney,Melbourne,86.0,64.0,S.C.G.,2024,Round 1,Thu,07-Mar-2024,40012.0,1,H,A
2448,Brisbane Lions,Carlton,85.0,86.0,Gabba,2024,Round 1,Fri,08-Mar-2024,33367.0,0,H,A
2449,Gold Coast,Richmond,99.0,60.0,Carrara,2024,Round 1,Sat,09-Mar-2024,22086.0,1,H,A
2450,Greater Western Sydney,Collingwood,114.0,82.0,Sydney Showground,2024,Round 1,Sat,09-Mar-2024,21235.0,1,H,A
2451,Carlton,Richmond,86.0,81.0,M.C.G.,2024,Round 2,Thu,14-Mar-2024,83881.0,1,H,H
2452,Collingwood,Sydney,69.0,102.0,M.C.G.,2024,Round 2,Fri,15-Mar-2024,78933.0,0,H,A
2453,Essendon,Hawthorn,107.0,83.0,M.C.G.,2024,Round 2,Sat,16-Mar-2024,73805.0,1,H,H
2454,Greater Western Sydney,North Melbourne,121.0,82.0,Sydney Showground,2024,Round 2,Sat,16-Mar-2024,8034.0,1,H,A
2455,Geelong,St Kilda,76.0,68.0,Kardinia Park,2024,Round 2,Sat,16-Mar-2024,39352.0,1,H,A
2456,Gold Coast,Adelaide,60.0,54.0,Carrara,2024,Round 2,Sat,16-Mar-2024,11466.0,1,H,A
2457,Melbourne,Western Bulldogs,109.0,64.0,M.C.G.,2024,Round 2,Sun,17-Mar-2024,44100.0,1,H,A
2458,Port Adelaide,West Coast,120.0,70.0,Adelaide Oval,2024,Round 2,Sun,17-Mar-2024,34078.0,1,H,A
2459,Fremantle,Brisbane Lions,93.0,70.0,Perth Stadium,2024,Round 2,Sun,17-Mar-2024,40604.0,1,H,A
2460,St Kilda,Collingwood,,,M.C.G.,2024,Round 3,Thu,21-Mar-2024,,0,A,H
2461,Adelaide,Geelong,,,Adelaide Oval,2024,Round 3,Fri,22-Mar-2024,,0,H,A
2462,North Melbourne,Fremantle,,,Docklands,2024,Round 3,Sat,23-Mar-2024,,0,H,A
2463,Hawthorn,Melbourne,,,M.C.G.,2024,Round 3,Sat,23-Mar-2024,,0,H,H
2464,Sydney,Essendon,,,S.C.G.,2024,Round 3,Sat,23-Mar-2024,,0,H,A
2465,Western Bulldogs,Gold Coast,,,Eureka Stadium,2024,Round 3,Sun,24-Mar-2024,,0,H,A
2466,West Coast,Greater Western Sydney,,,Perth Stadium,2024,Round 3,Sun,24-Mar-2024,,0,H,A
